district	fips	year	party	score	std_shock_end_1	std_shock_end_2	std_shock_end_3	std_shock_end_4	std_shock_end_5	std_shock_end_10	std_shock_exo_1	std_shock_exo_2	std_shock_exo_3	std_shock_exo_4	std_shock_exo_5	std_shock_exo_10	district1	state
"TX19"	48241.0	2011.0	"R"	26.0	0.66036224	-0.12866794	-0.90677017	-0.6371536	-0.6087612	-0.16431138	1.4356081	2.0018008	-0.5352826	-0.560063	-0.261745	1.030126	1628	"TX"
"TX22"	48245.0	2005.0	"Other"	86.0	1.2993819	2.838807	2.0219657	1.6680716	1.7367094	0.116413236	0.96153885	2.3135707	2.9677303	2.958928	1.5008204	0.19604592	1632	"TX"
"TX21"	48245.0	2005.0	"Other"	14.0	1.2993819	2.838807	2.0219657	1.6680716	1.7367094	0.116413236	0.96153885	2.3135707	2.9677303	2.958928	1.5008204	0.19604592	1631	"TX"
"TX21"	48245.0	2006.0	"Other"	14.0	1.2151855	1.1365439	2.6321406	2.2540226	1.8172857	0.21262407	0.63803434	0.96416724	1.9707778	2.6451848	2.6811173	0.9475153	1631	"TX"
"TX22"	48245.0	2006.0	"Other"	86.0	1.2151855	1.1365439	2.6321406	2.2540226	1.8172857	0.21262407	0.63803434	0.96416724	1.9707778	2.6451848	2.6811173	0.9475153	1632	"TX"
"TX21"	48245.0	2007.0	"D"	50.0	-0.16140023	0.47120702	0.46614656	1.5602103	1.3760449	0.049230807	1.4391664	1.1684994	1.3567871	2.4506974	3.1689658	1.3938545	1631	"TX"
"TX22"	48245.0	2007.0	"D"	50.0	-0.16140023	0.47120702	0.46614656	1.5602103	1.3760449	0.049230807	1.4391664	1.1684994	1.3567871	2.4506974	3.1689658	1.3938545	1632	"TX"
"TX21"	48245.0	2008.0	"D"	50.0	0.75177	0.25638616	0.47453403	0.5493979	1.4731675	-0.009490904	-0.32414794	0.5057861	0.54867184	0.81488305	1.6516387	1.9252279	1631	"TX"
"TX22"	48245.0	2008.0	"D"	50.0	0.75177	0.25638616	0.47453403	0.5493979	1.4731675	-0.009490904	-0.32414794	0.5057861	0.54867184	0.81488305	1.6516387	1.9252279	1632	"TX"
"TX21"	48245.0	2009.0	"D"	88.0	-2.1521053	-1.021434	-0.73723024	-0.5149311	-0.31354547	-0.10272917	-2.5487142	-1.5970783	-0.9916307	-0.69611484	-0.36472672	0.5807324	1631	"TX"
"TX22"	48245.0	2009.0	"D"	75.0	-2.1521053	-1.021434	-0.73723024	-0.5149311	-0.31354547	-0.10272917	-2.5487142	-1.5970783	-0.9916307	-0.69611484	-0.36472672	0.5807324	1632	"TX"
"TX21"	48245.0	2010.0	"D"	88.0	-0.52206516	-1.3754084	-0.8123162	-0.7119937	-0.57021797	-0.1432375	1.6705849	-1.1115261	-0.96186984	-0.57754445	-0.38887784	0.26101378	1631	"TX"
"TX22"	48245.0	2010.0	"D"	75.0	-0.52206516	-1.3754084	-0.8123162	-0.7119937	-0.57021797	-0.1432375	1.6705849	-1.1115261	-0.96186984	-0.57754445	-0.38887784	0.26101378	1632	"TX"
"TX21"	48245.0	2011.0	"R"	48.0	0.66036224	-0.12866794	-0.90677017	-0.6371536	-0.6087612	-0.16431138	1.4356081	2.0018008	-0.5352826	-0.560063	-0.261745	1.030126	1631	"TX"
"TX22"	48245.0	2011.0	"D"	71.0	0.66036224	-0.12866794	-0.90677017	-0.6371536	-0.6087612	-0.16431138	1.4356081	2.0018008	-0.5352826	-0.560063	-0.261745	1.030126	1632	"TX"
"TX73"	48259.0	2005.0	"Other"	29.0	0.17086716	0.50915754	0.24740501	0.16448599	-0.10899456	-0.10921127	1.2954497	1.5129424	1.6295561	1.1223139	0.63582325	0.057763286	1687	"TX"
"TX73"	48259.0	2006.0	"Other"	29.0	0.30784115	0.29810655	0.5802321	0.4307964	0.39482275	0.27244243	0.5206644	1.2247529	1.462056	1.6665509	1.2165161	0.12271931	1687	"TX"
"TX73"	48259.0	2007.0	"R"	33.0	-0.334956	-0.10041212	-0.044723514	0.3229965	0.42952865	-0.06748955	0.6399718	0.66884726	1.3325161	1.6128074	1.8446443	0.6957941	1687	"TX"
"TX73"	48259.0	2008.0	"R"	33.0	-0.4300347	-0.4320085	-0.25167337	-0.20736195	0.09089991	-0.13395466	-0.16823998	0.1615171	0.26058087	0.7180207	1.0039061	0.7450824	1687	"TX"
"TX73"	48259.0	2009.0	"R"	38.0	-1.334779	-0.97113794	-0.7522621	-0.6059793	-0.5222536	-0.20179953	-1.2857366	-0.87866473	-0.5750564	-0.40607503	-0.085781924	0.0778122	1687	"TX"
"TX73"	48259.0	2010.0	"R"	38.0	-0.021312222	-0.7858714	-0.69176126	-0.6566063	-0.5728023	-0.20319915	0.5280848	-0.64736384	-0.6050611	-0.4192985	-0.30385026	-0.063018925	1687	"TX"
"TX73"	48259.0	2011.0	"R"	33.0	-0.0818483	-0.12681115	-0.6364661	-0.64670414	-0.6377487	-0.21013023	0.21315756	0.39200363	-0.49835002	-0.4952369	-0.3628465	0.06106916	1687	"TX"
"TX43"	48261.0	2005.0	"Other"	86.0	0.1287259	1.7101456	1.0702462	0.7277956	0.019151686	-0.176732	0.87729377	2.390656	2.8760998	2.8072658	1.1171712	-0.21405493	1654	"TX"
"TX43"	48261.0	2006.0	"Other"	86.0	1.1863197	0.8094973	2.3892107	1.8426445	1.3275604	-0.09896116	0.2926775	0.74937034	1.8831533	2.4350731	2.4145613	0.38466877	1654	"TX"
"TX43"	48261.0	2007.0	"D"	83.0	-0.28945038	0.3231961	0.23070931	1.2821261	0.9700332	-0.12516999	1.4262879	0.9697531	1.2165538	2.4676616	3.1105323	0.88888574	1654	"TX"
"TX43"	48261.0	2008.0	"D"	83.0	0.8130935	0.21356523	0.51500094	0.43481332	1.5454037	-0.11338664	-0.25969318	0.52110386	0.44375882	0.70754987	1.6749153	1.3469583	1654	"TX"
"TX43"	48261.0	2009.0	"D"	88.0	-1.9974691	-1.0210652	-0.77653915	-0.56670415	-0.4704499	-0.19231775	-2.455447	-1.5309727	-0.98356193	-0.7509246	-0.43368655	0.15647791	1654	"TX"
"TX43"	48261.0	2010.0	"D"	88.0	-0.8054189	-1.3528559	-0.8480299	-0.75482374	-0.62459284	-0.21599191	1.4043934	-1.2043442	-1.0028069	-0.643401	-0.5055425	-0.045138206	1654	"TX"
"TX43"	48261.0	2011.0	"D"	67.0	0.46120727	-0.34480822	-0.90669274	-0.70531154	-0.67021513	-0.20473003	1.262649	1.7469151	-0.6944791	-0.6622345	-0.37526855	0.75177634	1654	"TX"
"TX3"	48277.0	2005.0	"Other"	43.0	-0.15084799	-0.04825505	-0.1323731	-0.22978213	-0.3110072	-0.22020046	0.3822892	0.5336233	0.51887095	0.26092023	0.002932299	-0.1976845	1640	"TX"
"TX3"	48277.0	2006.0	"Other"	43.0	0.045483638	-0.039503466	-0.009126204	-0.070826545	-0.15572923	-0.19814076	0.25435463	0.36158752	0.4632543	0.48719847	0.2685995	-0.1885946	1640	"TX"
"TX3"	48277.0	2007.0	"D"	33.0	-0.11027339	-0.03884785	-0.086553805	-0.042232085	-0.099990584	-0.19896391	0.17069608	0.18119295	0.30182204	0.43750465	0.5114894	-0.06959361	1640	"TX"
"TX3"	48277.0	2008.0	"D"	33.0	-0.43331242	-0.43378854	-0.3595235	-0.30677387	-0.2547556	-0.20007914	-0.06951728	-0.03591209	0.014299784	0.1317792	0.26186046	-0.0013134887	1640	"TX"
"TX3"	48277.0	2009.0	"D"	75.0	-1.0244172	-0.81036794	-0.6597626	-0.58867306	-0.5261105	-0.22141035	-1.0302538	-0.7118984	-0.5920889	-0.4705258	-0.34053653	-0.33355027	1640	"TX"
"TX3"	48277.0	2010.0	"D"	75.0	-0.04662224	-0.63079894	-0.6000607	-0.58844167	-0.54470336	-0.22531813	0.12778702	-0.62922156	-0.58563936	-0.5182268	-0.42951792	-0.47428775	1640	"TX"
"TX18"	48291.0	2005.0	"Other"	33.0	0.40784654	0.92497975	0.62434626	0.55827737	0.27642444	-0.09121509	1.0010206	1.7860575	2.1342223	1.8422731	1.126358	0.4095093	1627	"TX"
"TX18"	48291.0	2006.0	"Other"	33.0	0.44191152	0.46557987	0.8613796	0.6829849	0.5900749	-0.01595047	0.6001453	0.98324424	1.6274209	2.0274568	1.7854508	0.6328518	1627	"TX"
"TX18"	48291.0	2007.0	"R"	33.0	-0.23859175	0.076312624	0.117411196	0.49904165	0.4010977	-0.12448057	0.98691314	0.9015157	1.201771	1.8853934	2.3022373	0.9955454	1627	"TX"
"TX18"	48291.0	2008.0	"R"	33.0	-0.023210907	-0.18025705	-0.013416662	0.031727813	0.40417114	-0.13212882	0.12768118	0.5679031	0.6188382	0.9067947	1.4840097	1.504248	1627	"TX"
"TX18"	48291.0	2009.0	"R"	63.0	-1.467903	-0.92428136	-0.7012009	-0.54812086	-0.4498884	-0.19736952	-1.8381308	-1.0680805	-0.6212188	-0.40131658	-0.11835882	0.5516245	1627	"TX"
"TX18"	48291.0	2010.0	"R"	63.0	-0.05378773	-0.8765947	-0.6672093	-0.6180149	-0.5226972	-0.20433468	1.1098461	-0.779074	-0.599946	-0.31960154	-0.17647846	0.36871687	1627	"TX"
"TX18"	48291.0	2011.0	"R"	41.0	0.17005867	-0.018851718	-0.6128408	-0.5717433	-0.56595063	-0.19846298	0.65645146	1.0521206	-0.4799831	-0.40342593	-0.18822558	0.687718	1627	"TX"
"TX35"	48297.0	2005.0	"Other"	83.0	0.17086716	0.50915754	0.24740501	0.16448599	-0.10899456	-0.10921127	1.2954497	1.5129424	1.6295561	1.1223139	0.63582325	0.057763286	1645	"TX"
"TX35"	48297.0	2006.0	"Other"	83.0	0.30784115	0.29810655	0.5802321	0.4307964	0.39482275	0.27244243	0.5206644	1.2247529	1.462056	1.6665509	1.2165161	0.12271931	1645	"TX"
"TX35"	48297.0	2007.0	"D"	67.0	-0.334956	-0.10041212	-0.044723514	0.3229965	0.42952865	-0.06748955	0.6399718	0.66884726	1.3325161	1.6128074	1.8446443	0.6957941	1645	"TX"
"TX35"	48297.0	2008.0	"D"	67.0	-0.4300347	-0.4320085	-0.25167337	-0.20736195	0.09089991	-0.13395466	-0.16823998	0.1615171	0.26058087	0.7180207	1.0039061	0.7450824	1645	"TX"
"TX35"	48297.0	2009.0	"D"	88.0	-1.334779	-0.97113794	-0.7522621	-0.6059793	-0.5222536	-0.20179953	-1.2857366	-0.87866473	-0.5750564	-0.40607503	-0.085781924	0.0778122	1645	"TX"
"TX35"	48297.0	2010.0	"D"	88.0	-0.021312222	-0.7858714	-0.69176126	-0.6566063	-0.5728023	-0.20319915	0.5280848	-0.64736384	-0.6050611	-0.4192985	-0.30385026	-0.063018925	1645	"TX"
"TX35"	48297.0	2011.0	"R"	40.0	-0.0818483	-0.12681115	-0.6364661	-0.64670414	-0.6377487	-0.21013023	0.21315756	0.39200363	-0.49835002	-0.4952369	-0.3628465	0.06106916	1645	"TX"
"TX84"	48303.0	2005.0	"Other"	17.0	0.11425986	0.1590452	0.111276574	0.10490382	-0.12775865	-0.17538217	0.6731334	1.1177517	1.2006934	0.91559315	0.65176606	0.47793594	1699	"TX"
"TX84"	48303.0	2006.0	"Other"	17.0	0.15105544	0.13145146	0.11247929	0.061454494	0.054094944	-0.16487184	0.2891966	0.58365345	0.9222245	1.0646619	0.84206766	0.32307926	1699	"TX"
"TX84"	48303.0	2007.0	"R"	40.0	-0.24359317	-0.09114445	-0.08043699	-0.04092404	-0.07453438	-0.17870688	0.72300136	0.6036934	0.8295969	1.1558723	1.3129833	0.70991385	1699	"TX"
"TX84"	48303.0	2008.0	"R"	40.0	-0.35725695	-0.35866162	-0.2549535	-0.22334112	-0.19004735	-0.19068222	0.00937471	0.35985166	0.34446794	0.53684473	0.82381386	0.8028012	1699	"TX"
"TX84"	48303.0	2009.0	"R"	25.0	-1.2173629	-0.87411505	-0.67455083	-0.5464911	-0.47065693	-0.21264413	-1.0587941	-0.7019809	-0.3503166	-0.25231376	-0.085737616	0.32019597	1699	"TX"
"TX84"	48303.0	2010.0	"R"	25.0	-0.009929619	-0.7696469	-0.6443592	-0.5969033	-0.51589596	-0.22025833	0.377975	-0.55271006	-0.5061094	-0.26587874	-0.19627558	0.07369388	1699	"TX"
"TX84"	48303.0	2011.0	"R"	30.0	-0.036628198	-0.08025295	-0.55918187	-0.56086355	-0.5517977	-0.20947543	-0.12643063	0.064467974	-0.55458146	-0.51587105	-0.32731342	0.05682598	1699	"TX"
"TX56"	48309.0	2005.0	"Other"	50.0	0.22115347	0.37312472	0.19196653	0.14162889	-0.12000814	-0.17392714	0.8608711	0.9873983	0.952323	0.5650026	0.1986004	-0.08144513	1668	"TX"
"TX56"	48309.0	2006.0	"Other"	50.0	0.24428706	0.27956817	0.34182182	0.18994051	0.10058979	-0.16220918	0.42524508	0.8432154	0.97661483	1.0257434	0.6862312	-0.005797556	1668	"TX"
"TX56"	48309.0	2007.0	"R"	33.0	-0.17920887	-0.1036262	-0.09961907	-0.03913838	-0.055985503	-0.17234163	0.43273997	0.4895346	0.9041463	1.0768279	1.1763347	0.3839377	1668	"TX"
"TX56"	48309.0	2008.0	"R"	33.0	-0.38200885	-0.32051834	-0.2531362	-0.2575107	-0.21903962	-0.19120356	0.08394819	0.23298505	0.30175072	0.6037107	0.7948629	0.5080926	1668	"TX"
"TX56"	48309.0	2009.0	"R"	25.0	-1.1038483	-0.8931601	-0.73720795	-0.61897814	-0.53095895	-0.22531559	-1.241706	-0.78281844	-0.5779796	-0.4120199	-0.17718355	-0.14298633	1668	"TX"
"TX56"	48309.0	2010.0	"R"	25.0	-0.15006371	-0.78538203	-0.71044594	-0.6874376	-0.6047727	-0.23081328	0.63037246	-0.5632917	-0.4733588	-0.36103544	-0.2516514	-0.25823057	1668	"TX"
"TX56"	48309.0	2011.0	"R"	25.0	0.11819355	-0.05319965	-0.556484	-0.62590504	-0.6550267	-0.21803774	0.28405645	0.51747423	-0.38562116	-0.33783698	-0.26327115	-0.059037913	1668	"TX"
"TX29"	48321.0	2005.0	"Other"	14.0	2.1930387	2.6808085	1.6771982	1.2716218	1.9887468	-0.0541821	0.8016018	1.275708	1.54071	1.3728725	0.62864035	-0.18380485	1639	"TX"
"TX29"	48321.0	2006.0	"Other"	14.0	0.31601557	1.2097995	1.8567774	1.4291078	1.0549632	0.024140077	0.6157196	0.8552608	1.2277071	1.5280756	1.3740729	0.25214392	1639	"TX"
"TX29"	48321.0	2007.0	"R"	33.0	-0.322172	-0.0751871	0.45519686	1.065725	0.80567676	-0.067136735	0.73127514	0.7261255	0.92927617	1.3530836	1.6730744	0.49474102	1639	"TX"
"TX29"	48321.0	2008.0	"R"	33.0	0.9365458	0.2466199	0.118916355	0.5534772	0.92856497	-0.038312115	0.1690563	0.44916737	0.52821594	0.7578257	1.0974766	0.73916805	1639	"TX"
"TX29"	48321.0	2009.0	"R"	38.0	-1.7379705	-0.68127865	-0.5965604	-0.53753823	-0.19466943	-0.11549331	-1.6925169	-0.99729604	-0.6737854	-0.48368108	-0.24368648	-0.024771933	1639	"TX"
"TX29"	48321.0	2010.0	"R"	38.0	0.28193715	-0.92932934	-0.42406222	-0.47475132	-0.4755519	-0.114366956	1.0948228	-0.82940996	-0.6251091	-0.4029259	-0.23611224	0.03843539	1639	"TX"
"TX29"	48321.0	2011.0	"R"	33.0	0.7992301	0.5557287	-0.4837713	-0.23528895	-0.35082844	-0.16334455	0.79576665	1.1645497	-0.46721074	-0.37361047	-0.20289493	0.5157977	1639	"TX"
"TX53"	48327.0	2005.0	"Other"	43.0	-0.28207657	-0.29782602	-0.3194114	-0.37140557	-0.46320745	-0.22954564	0.22674689	0.18518451	0.04039722	-0.14020495	-0.2298306	-0.71110356	1665	"TX"
"TX53"	48327.0	2006.0	"Other"	43.0	-0.17970341	-0.18155049	-0.16986364	-0.1778412	-0.22979228	-0.17061704	-0.083303325	0.13393442	0.18763958	0.114382185	-0.04204836	-0.5774611	1665	"TX"
"TX53"	48327.0	2007.0	"R"	33.0	-0.37091902	-0.35955864	-0.34384316	-0.35264626	-0.37627998	-0.1952033	-0.0860755	-0.102019176	0.12335461	0.2511415	0.20528992	-0.300716	1665	"TX"
"TX53"	48327.0	2008.0	"R"	33.0	-0.117980815	-0.28760925	-0.29004467	-0.28180656	-0.30019996	-0.19620356	0.51959544	0.5550362	0.6630592	1.0681387	1.2757767	0.6154584	1665	"TX"
"TX53"	48327.0	2009.0	"R"	38.0	-1.3179412	-0.83356893	-0.6873903	-0.60967886	-0.54916155	-0.22860476	-1.1721683	-0.5393639	-0.28702894	-0.068967015	0.30832618	0.74529475	1665	"TX"
"TX53"	48327.0	2010.0	"R"	38.0	-0.21752727	-1.0608008	-0.68306077	-0.66424894	-0.6213085	-0.2271156	-0.6876838	-0.72927916	-0.73090285	-0.67261153	-0.5973917	-0.52517056	1665	"TX"
"TX53"	48327.0	2011.0	"R"	37.0	0.82569975	0.29577285	-0.64652216	-0.496081	-0.54605275	-0.22429536	-0.3277698	-0.6509405	-0.7342377	-0.72299826	-0.65697736	-0.4851432	1665	"TX"
"TX82"	48329.0	2009.0	"R"	38.0	-1.37962	-0.94948065	-0.7217079	-0.5752975	-0.46836585	-0.20217577	-1.7200961	-1.006896	-0.6083592	-0.3629074	-0.04161697	0.48662406	1697	"TX"
"TX82"	48329.0	2010.0	"R"	38.0	-0.09001865	-0.80964035	-0.7025742	-0.6556487	-0.5806616	-0.22696717	0.84523547	-0.76282203	-0.594322	-0.3535628	-0.1758983	0.3201479	1697	"TX"
"TX82"	48329.0	2011.0	"R"	22.0	-0.018261395	-0.08192172	-0.59438837	-0.6216712	-0.6012315	-0.21606405	0.23128645	0.5243215	-0.54197955	-0.45370194	-0.28145152	0.4713821	1697	"TX"
"TX20"	48331.0	2005.0	"Other"	43.0	0.14589629	0.4355319	0.34936452	0.36018765	-0.006105463	-0.13117054	0.29538292	0.56294334	0.6989969	0.50053924	0.20374416	-0.014928202	1630	"TX"
"TX20"	48331.0	2006.0	"Other"	43.0	0.11080686	0.13863575	0.29300895	0.23984815	0.21286556	-0.1331494	0.09349259	0.22230141	0.44618693	0.61856323	0.45494	-0.03891499	1630	"TX"
"TX20"	48331.0	2007.0	"R"	50.0	-0.24615885	-0.14409968	-0.10740054	0.03231623	0.016782656	-0.1552701	-0.07034367	-0.028325379	0.11918212	0.34214985	0.5121817	-0.022061346	1630	"TX"
"TX20"	48331.0	2008.0	"R"	50.0	-0.5297196	-0.5204667	-0.3665751	-0.29907334	-0.20789815	-0.18977328	-0.0977019	-0.16260675	-0.14792216	-0.029921783	0.1636821	0.06651531	1630	"TX"
"TX20"	48331.0	2009.0	"R"	38.0	-1.0609276	-0.8720776	-0.6989469	-0.5890473	-0.51192564	-0.2129659	-1.2902946	-0.881317	-0.7589632	-0.6528538	-0.5196118	-0.39468533	1630	"TX"
"TX20"	48331.0	2010.0	"R"	38.0	0.099293336	-0.6635255	-0.6425602	-0.62559694	-0.5488987	-0.22262484	0.65506613	-0.60524297	-0.55888724	-0.5344189	-0.4732217	-0.42107406	1630	"TX"
"TX20"	48331.0	2011.0	"R"	40.0	-0.1267109	-0.07890597	-0.5328045	-0.5909798	-0.59758836	-0.21856984	-0.021516971	0.34033877	-0.5419012	-0.5123389	-0.49242803	-0.33212784	1630	"TX"
"TX16"	48339.0	2005.0	"Other"	29.0	0.40784654	0.92497975	0.62434626	0.55827737	0.27642444	-0.09121509	1.0010206	1.7860575	2.1342223	1.8422731	1.126358	0.4095093	1625	"TX"
"TX15"	48339.0	2005.0	"Other"	29.0	0.40784654	0.92497975	0.62434626	0.55827737	0.27642444	-0.09121509	1.0010206	1.7860575	2.1342223	1.8422731	1.126358	0.4095093	1623	"TX"
"TX16"	48339.0	2006.0	"Other"	29.0	0.44191152	0.46557987	0.8613796	0.6829849	0.5900749	-0.01595047	0.6001453	0.98324424	1.6274209	2.0274568	1.7854508	0.6328518	1625	"TX"
"TX15"	48339.0	2006.0	"Other"	29.0	0.44191152	0.46557987	0.8613796	0.6829849	0.5900749	-0.01595047	0.6001453	0.98324424	1.6274209	2.0274568	1.7854508	0.6328518	1623	"TX"
"TX15"	48339.0	2007.0	"R"	33.0	-0.23859175	0.076312624	0.117411196	0.49904165	0.4010977	-0.12448057	0.98691314	0.9015157	1.201771	1.8853934	2.3022373	0.9955454	1623	"TX"
"TX16"	48339.0	2007.0	"R"	33.0	-0.23859175	0.076312624	0.117411196	0.49904165	0.4010977	-0.12448057	0.98691314	0.9015157	1.201771	1.8853934	2.3022373	0.9955454	1625	"TX"
"TX16"	48339.0	2008.0	"R"	33.0	-0.023210907	-0.18025705	-0.013416662	0.031727813	0.40417114	-0.13212882	0.12768118	0.5679031	0.6188382	0.9067947	1.4840097	1.504248	1625	"TX"
"TX15"	48339.0	2008.0	"R"	33.0	-0.023210907	-0.18025705	-0.013416662	0.031727813	0.40417114	-0.13212882	0.12768118	0.5679031	0.6188382	0.9067947	1.4840097	1.504248	1623	"TX"
"TX15"	48339.0	2009.0	"R"	33.0	-1.467903	-0.92428136	-0.7012009	-0.54812086	-0.4498884	-0.19736952	-1.8381308	-1.0680805	-0.6212188	-0.40131658	-0.11835882	0.5516245	1623	"TX"
"TX16"	48339.0	2009.0	"R"	38.0	-1.467903	-0.92428136	-0.7012009	-0.54812086	-0.4498884	-0.19736952	-1.8381308	-1.0680805	-0.6212188	-0.40131658	-0.11835882	0.5516245	1625	"TX"
"TX15"	48339.0	2010.0	"R"	33.0	-0.05378773	-0.8765947	-0.6672093	-0.6180149	-0.5226972	-0.20433468	1.1098461	-0.779074	-0.599946	-0.31960154	-0.17647846	0.36871687	1623	"TX"
"TX16"	48339.0	2010.0	"R"	38.0	-0.05378773	-0.8765947	-0.6672093	-0.6180149	-0.5226972	-0.20433468	1.1098461	-0.779074	-0.599946	-0.31960154	-0.17647846	0.36871687	1625	"TX"
"TX16"	48339.0	2011.0	"R"	33.0	0.17005867	-0.018851718	-0.6128408	-0.5717433	-0.56595063	-0.19846298	0.65645146	1.0521206	-0.4799831	-0.40342593	-0.18822558	0.687718	1625	"TX"
"TX15"	48339.0	2011.0	"R"	37.0	0.17005867	-0.018851718	-0.6128408	-0.5717433	-0.56595063	-0.19846298	0.65645146	1.0521206	-0.4799831	-0.40342593	-0.18822558	0.687718	1623	"TX"
"TX87"	48341.0	2005.0	"Other"	29.0	-0.25457844	0.35551655	0.10416024	-0.016883543	-0.34438315	-0.22029936	0.4399563	1.458651	1.3919902	1.2825171	0.13523816	-0.8096898	1702	"TX"
"TX87"	48341.0	2006.0	"Other"	29.0	0.18796743	-0.09283693	0.49252942	0.2837871	0.109794475	-0.20609356	-0.11474512	0.1560551	0.9334808	1.0174142	0.96690553	-0.46186778	1702	"TX"
"TX87"	48341.0	2007.0	"R"	33.0	-0.24075569	0.021373695	-0.14530168	0.34650257	0.23852552	-0.19683588	0.61477697	0.22069404	0.31968236	1.2086896	1.4417512	-0.21034706	1702	"TX"
"TX87"	48341.0	2008.0	"R"	33.0	-0.18619415	-0.31552482	-0.175901	-0.2700069	0.09883986	-0.21022993	-0.8411945	-0.23853272	-0.30619583	-0.16163358	0.5376067	0.049810585	1702	"TX"
"TX87"	48341.0	2009.0	"R"	50.0	-0.9239086	-0.7503969	-0.6267092	-0.5658599	-0.5720103	-0.2314094	-1.7997682	-1.4689618	-1.1313548	-0.9914092	-0.7905893	-0.7332782	1702	"TX"
"TX87"	48341.0	2010.0	"R"	50.0	-0.68568254	-0.827331	-0.7103513	-0.66732585	-0.62558633	-0.24362293	0.953541	-0.9178112	-1.0317012	-0.8359757	-0.7697085	-0.7516936	1702	"TX"
"TX87"	48341.0	2011.0	"R"	30.0	-0.23021552	-0.5709475	-0.7009723	-0.687306	-0.65605956	-0.24019358	1.0410612	1.2854568	-0.5091955	-0.72127557	-0.5842385	-0.19991289	1702	"TX"
"TX33"	48355.0	2005.0	"Other"	57.0	0.1287259	1.7101456	1.0702462	0.7277956	0.019151686	-0.176732	0.87729377	2.390656	2.8760998	2.8072658	1.1171712	-0.21405493	1643	"TX"
"TX34"	48355.0	2005.0	"Other"	100.0	0.1287259	1.7101456	1.0702462	0.7277956	0.019151686	-0.176732	0.87729377	2.390656	2.8760998	2.8072658	1.1171712	-0.21405493	1644	"TX"
"TX33"	48355.0	2006.0	"Other"	57.0	1.1863197	0.8094973	2.3892107	1.8426445	1.3275604	-0.09896116	0.2926775	0.74937034	1.8831533	2.4350731	2.4145613	0.38466877	1643	"TX"
"TX34"	48355.0	2006.0	"Other"	100.0	1.1863197	0.8094973	2.3892107	1.8426445	1.3275604	-0.09896116	0.2926775	0.74937034	1.8831533	2.4350731	2.4145613	0.38466877	1644	"TX"
"TX34"	48355.0	2007.0	"D"	100.0	-0.28945038	0.3231961	0.23070931	1.2821261	0.9700332	-0.12516999	1.4262879	0.9697531	1.2165538	2.4676616	3.1105323	0.88888574	1644	"TX"
"TX33"	48355.0	2007.0	"D"	83.0	-0.28945038	0.3231961	0.23070931	1.2821261	0.9700332	-0.12516999	1.4262879	0.9697531	1.2165538	2.4676616	3.1105323	0.88888574	1643	"TX"
"TX33"	48355.0	2008.0	"D"	83.0	0.8130935	0.21356523	0.51500094	0.43481332	1.5454037	-0.11338664	-0.25969318	0.52110386	0.44375882	0.70754987	1.6749153	1.3469583	1643	"TX"
"TX34"	48355.0	2008.0	"D"	100.0	0.8130935	0.21356523	0.51500094	0.43481332	1.5454037	-0.11338664	-0.25969318	0.52110386	0.44375882	0.70754987	1.6749153	1.3469583	1644	"TX"
"TX34"	48355.0	2009.0	"D"	100.0	-1.9974691	-1.0210652	-0.77653915	-0.56670415	-0.4704499	-0.19231775	-2.455447	-1.5309727	-0.98356193	-0.7509246	-0.43368655	0.15647791	1644	"TX"
"TX33"	48355.0	2009.0	"D"	88.0	-1.9974691	-1.0210652	-0.77653915	-0.56670415	-0.4704499	-0.19231775	-2.455447	-1.5309727	-0.98356193	-0.7509246	-0.43368655	0.15647791	1643	"TX"
"TX34"	48355.0	2010.0	"D"	100.0	-0.8054189	-1.3528559	-0.8480299	-0.75482374	-0.62459284	-0.21599191	1.4043934	-1.2043442	-1.0028069	-0.643401	-0.5055425	-0.045138206	1644	"TX"
"TX33"	48355.0	2010.0	"D"	88.0	-0.8054189	-1.3528559	-0.8480299	-0.75482374	-0.62459284	-0.21599191	1.4043934	-1.2043442	-1.0028069	-0.643401	-0.5055425	-0.045138206	1643	"TX"
"TX34"	48355.0	2011.0	"R"	40.0	0.46120727	-0.34480822	-0.90669274	-0.70531154	-0.67021513	-0.20473003	1.262649	1.7469151	-0.6944791	-0.6622345	-0.37526855	0.75177634	1644	"TX"
"TX33"	48355.0	2011.0	"R"	40.0	0.46120727	-0.34480822	-0.90669274	-0.70531154	-0.67021513	-0.20473003	1.262649	1.7469151	-0.6944791	-0.6622345	-0.37526855	0.75177634	1643	"TX"
"TX86"	48359.0	2005.0	"Other"	29.0	0.3331158	0.19817263	0.08649543	0.02996868	-0.15348393	-0.18139061	0.52267456	0.72319216	0.639293	0.3550965	0.09326276	-0.022049388	1701	"TX"
"TX86"	48359.0	2006.0	"Other"	29.0	0.20585075	0.30265442	0.20721632	0.14071165	0.058662202	-0.16574492	0.4255242	0.54093933	0.6949468	0.6889871	0.43479913	-0.003210678	1701	"TX"
"TX86"	48359.0	2007.0	"R"	33.0	-0.11620189	0.10681534	0.20191868	0.23032896	0.15090889	-0.1792317	0.43072686	0.4585404	0.5628285	0.7238226	0.74500114	0.16089912	1701	"TX"
"TX86"	48359.0	2008.0	"R"	33.0	-0.34088895	-0.27711746	-0.11719251	-0.00901898	0.039973717	-0.17007264	-0.15453151	0.08586231	0.18245082	0.2888855	0.44188932	0.11941376	1701	"TX"
